Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45
369	4	-	4	-	6	-	6	-	6	-	2	-	1	-	2	-	2	-	2	-	6	-	4	-	4	-	4	-	4	-	4	-	4	-	4	-	6	-	6	-	6	-	2	-	6	-	6	6	6	6	6	6	4	6	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	2	2	2	2	3	3	2	3	6	6	4	6	4	4	4	4	6	6	6	6
370	2	-	2	-	2	-	2	-	2	-	3	-	1	-	1	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	2	2	2	3	2	3	3	1	3	1	2	1	1	1	1	1	3	2	2	3	2	2	2	1	3	1	1	1	1
371	3	-	3	-	3	-	3	-	3	-	3	-	3	-	3	-	3	-	3	-	3	-	2	-	2	-	2	-	2	-	3	-	3	-	3	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	3	2	3	3	3	3	3	3	2	2	2	2	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	1	2	3	2	2
372	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	3	-	3	-	3	-	2	-	2	-	3	2	3	3	3	3	1	3	1	1	2	2	2	2	2	2	2	2	1	2	3	1	2	3	2	2	2	2	2	2	3	2	3	2	3	3	3	2	3	3	2	3	2	2
373	2	-	2	-	2	-	6	-	2	-	7	-	2	-	2	-	4	-	6	-	4	-	2	-	4	-	6	-	3	-	3	-	2	-	4	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	4	2	4	4	3	3	3	3	6	6	4	6	5	7	5	5	4	5	6	6	6	6	7	6	4	7	6	6	4	6	2	2	4	6	6	4	6	6
374	4	-	6	-	2	-	2	-	2	-	7	-	4	-	2	-	2	-	2	-	4	-	4	-	7	-	7	-	4	-	6	-	2	-	4	-	2	-	2	-	6	-	2	-	6	-	6	6	4	6	2	2	4	6	4	4	4	6	4	4	4	7	4	4	4	4	4	4	4	4	2	2	2	2	4	6	4	7	2	2	4	2	4	6	4	4	4	4	4	4
375	4	-	6	-	2	-	4	-	2	-	2	-	7	-	2	-	4	-	3	-	4	-	6	-	2	-	2	-	6	-	2	-	2	-	4	-	2	-	2	-	1	-	4	-	3	-	7	7	4	7	2	2	4	6	4	4	2	2	6	6	2	2	6	6	4	6	4	4	4	4	7	7	7	7	4	7	4	6	4	6	4	6	4	6	4	4	4	4	4	4
376	2	-	2	-	1	-	1	-	1	-	3	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	2	3	2	3	2	3	3	3	3	2	2	2	2	2	2	2	2	3	2	3	3	1	3	2	2	2	2	3	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1
377	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	1	-	1	-	1	-	3	-	3	-	2	-	1	-	2	-	2	-	2	2	3	3	3	3	3	3	3	3	1	1	1	1	2	2	2	2	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	3	3	3	3	3
378	2	-	2	-	3	-	1	-	2	-	3	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	1	1	3	3	2	2	2	2	3	3	2	3	3	3	1	3	2	2	1	3	3	3	3	3
379	1	-	2	-	2	-	2	-	2	-	5	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	1	-	1	-	2	-	2	-	2	-	3	2	3	3	1	1	1	3	1	1	2	2	2	2	2	2	2	2	4	2	5	5	5	5	2	2	2	2	2	2	4	7	2	2	2	2	4	3	4	6	4	4	5	5
380	2	-	6	-	2	-	3	-	2	-	1	-	2	-	4	-	4	-	6	-	4	-	1	-	2	-	2	-	4	-	6	-	6	-	4	-	2	-	6	-	1	-	7	-	1	-	7	7	6	7	6	6	4	6	4	4	6	6	6	6	6	2	6	7	4	6	4	4	4	4	4	6	4	4	6	6	4	7	3	3	3	3	4	6	4	7	4	4	4	4
381	3	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	3	-	7	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	2	3	2	3	2	3	3	3	3	2	2	2	2	2	2	2	2	4	2	7	7	6	7	2	3	2	2	2	2	4	2	2	2	3	2	3	3	2	3	6	6	6	6
382	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	3	-	3	-	2	-	2	-	2	-	2	2	2	2	3	3	1	3	1	1	2	2	2	2	2	2	2	2	2	2	3	3	1	3	2	2	2	2	2	2	1	2	2	2	3	2	3	2	1	3	1	1	1	1
383	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
384	3	-	3	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	5	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	6	-	6	-	2	-	2	-	2	-	2	2	6	2	6	6	4	6	5	5	2	2	2	2	2	2	2	2	5	2	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	5	5
385	2	-	2	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	2	-	1	-	3	-	2	-	2	-	3	-	2	-	2	-	1	-	3	-	2	-	2	-	2	-	2	-	2	2	2	2	3	3	1	3	1	1	2	2	3	3	2	2	1	3	1	3	1	1	1	1	2	2	2	2	2	2	2	3	2	2	3	2	2	2	3	3	1	3	1	1
386	2	-	2	-	2	-	3	-	2	-	1	-	3	-	1	-	3	-	1	-	1	-	1	-	1	-	1	-	3	-	1	-	3	-	3	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	3	2	1	3	3	3	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	3	3	1	3	3	3	3	2	2	3	3	1	3	1	1
387	4	-	6	-	4	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	2	-	4	-	2	-	2	-	2	-	2	2	2	2	4	6	4	6	4	4	2	2	2	2	2	2	6	2	4	6	4	4	6	4	2	2	2	2	2	2	6	2	6	6	4	6	6	6	4	6	4	6	6	6
388	1	-	3	-	2	-	2	-	2	-	1	-	1	-	1	-	2	-	3	-	2	-	1	-	1	-	1	-	2	-	2	-	2	-	1	-	1	-	3	-	2	-	1	-	2	-	1	3	1	3	1	3	1	1	1	1	2	2	2	2	1	1	1	1	3	3	3	3	3	3	3	3	1	3	1	1	3	1	2	2	2	2	1	3	3	3	2	3	3	3
389	1	-	1	-	1	-	1	-	1	-	3	-	1	-	1	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	3
390	3	-	2	-	4	-	2	-	2	-	4	-	2	-	1	-	1	-	1	-	3	-	1	-	1	-	1	-	2	-	2	-	2	-	2	-	6	-	2	-	6	-	4	-	2	-	4	6	4	6	6	6	4	6	4	6	2	2	2	2	1	1	1	1	4	3	4	4	4	7	1	1	1	1	3	3	4	7	2	2	4	6	3	3	4	7	4	4	4	4
391	1	-	1	-	1	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	1	-	1	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	1	2	1	1	1	1	1	1	2	2	2	2	1	3	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	3	2	2
392	2	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	4	-	4	-	2	-	4	-	4	-	4	-	2	-	2	-	2	-	2	2	2	2	4	4	4	6	4	4	4	6	4	4	2	2	2	2	4	6	4	4	4	5	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	6	6
393	1	-	2	-	3	-	2	-	3	-	1	-	2	-	2	-	2	-	2	-	1	-	1	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	1	-	2	-	1	-	1	3	1	1	1	3	1	1	1	1	2	2	2	2	2	2	3	3	1	3	1	1	1	1	2	2	2	2	2	2	2	3	1	3	3	3	3	3	1	3	3	3	3	3
394	7	-	7	-	2	-	1	-	6	-	6	-	6	-	2	-	2	-	2	-	1	-	4	-	4	-	4	-	4	-	3	-	4	-	4	-	6	-	2	-	2	-	2	-	2	-	2	2	2	2	4	6	6	6	4	6	4	7	4	4	4	4	4	4	4	4	4	4	5	5	2	2	2	2	6	6	4	6	7	7	5	7	5	7	4	5	4	4	5	5
395	2	-	2	-	2	-	2	-	2	-	3	-	2	-	4	-	4	-	4	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	4	-	2	-	2	-	2	-	4	-	2	-	4	6	4	6	2	2	4	6	4	4	2	2	2	2	2	2	2	2	2	2	6	6	4	7	4	4	4	4	4	6	4	7	2	2	2	2	4	2	4	6	4	4	4	4
396	2	-	1	-	3	-	2	-	2	-	2	-	1	-	1	-	2	-	3	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	3	-	1	-	2	-	2	-	2	-	2	2	2	2	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	2	2	3	3	1	3	1	3	1	1	1	1
397	1	-	1	-	1	-	1	-	1	-	3	-	3	-	2	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	1	-	2	-	1	-	1	-	1	-	3	-	3	-	3	-	3	3	1	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1
398	1	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	3	-	1	-	2	-	1	-	3	-	3	-	3	-	3	-	3	-	3	3	3	3	3	3	1	3	1	1	3	3	1	3	2	2	2	2	1	3	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	2
399	2	-	2	-	2	-	2	-	2	-	4	-	3	-	2	-	2	-	1	-	1	-	2	-	2	-	2	-	1	-	3	-	3	-	1	-	2	-	1	-	2	-	3	-	3	-	1	3	3	3	3	3	1	3	1	1	1	3	1	1	2	2	2	2	1	3	1	1	4	1	1	3	3	3	3	3	5	7	2	2	2	2	1	2	2	3	4	7	4	4
400	2	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	1	-	1	-	2	-	2	-	2	-	3	-	3	-	3	-	2	-	2	-	1	-	2	-	2	-	2	-	2	2	2	2	2	3	2	2	2	2	3	3	1	3	2	2	2	2	2	3	2	2	2	3	1	1	1	3	1	1	1	3	2	2	2	2	1	2	2	3	2	3	2	2
401	1	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	2	-	2	-	2	-	4	-	2	-	2	-	2	-	2	-	2	-	2	2	4	2	2	2	4	6	4	4	2	2	2	2	1	3	1	1	1	3	5	5	4	7	2	2	2	2	2	2	4	2	2	2	1	3	2	3	3	3	4	7	4	4
402	1	-	2	-	2	-	2	-	2	-	5	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	1	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	1	-	1	3	1	3	2	2	1	3	1	1	2	2	2	2	1	1	1	3	1	3	1	1	1	1	2	2	2	2	2	2	4	7	2	2	2	2	1	3	1	3	4	5	5	5
403	2	-	1	-	2	-	1	-	1	-	4	-	3	-	3	-	3	-	3	-	1	-	4	-	2	-	2	-	2	-	4	-	4	-	1	-	2	-	2	-	3	-	2	-	1	-	3	3	1	3	2	2	1	3	3	1	4	4	6	6	2	2	6	6	4	6	6	7	4	7	3	3	3	3	3	3	6	7	1	1	3	3	1	3	6	3	4	6	4	4
404	3	-	3	-	2	-	2	-	2	-	3	-	1	-	2	-	2	-	2	-	1	-	1	-	2	-	2	-	1	-	2	-	2	-	1	-	3	-	3	-	2	-	2	-	2	-	2	2	2	2	1	3	1	3	1	1	2	2	3	3	2	2	3	3	1	3	1	1	2	1	2	2	2	2	3	3	3	3	2	2	2	2	1	3	3	3	2	3	2	2
405	2	-	1	-	2	-	2	-	2	-	3	-	1	-	2	-	2	-	2	-	1	-	1	-	2	-	2	-	3	-	3	-	3	-	1	-	3	-	3	-	1	-	1	-	1	-	1	1	1	1	1	3	1	1	1	1	3	3	3	3	2	2	3	3	1	3	1	1	1	1	2	2	2	2	3	3	1	3	2	2	3	2	3	3	1	3	1	1	1	1
406	2	-	1	-	2	-	2	-	1	-	3	-	2	-	1	-	3	-	3	-	3	-	3	-	2	-	3	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	2	2	2	2	2	2	2	2	1	3	2	2	2	2	3	3	1	3	1	3	3	1	2	3	1	3	1	1	3	3	3	3	1	3	3	3	3	3	3	3	2	3	2	2
407	2	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	6	-	1	-	1	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	2	-	2	-	2	-	2	2	2	2	1	3	1	3	1	1	2	2	2	2	1	3	1	1	1	3	1	1	4	7	2	2	2	2	1	3	1	3	2	2	2	2	2	2	2	2	1	3	5	5
408	2	-	2	-	2	-	2	-	1	-	1	-	2	-	1	-	2	-	2	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	1	-	2	-	2	-	1	-	2	-	1	-	2	3	1	3	2	2	1	3	1	1	2	3	1	3	2	2	2	2	1	3	1	1	1	3	2	2	2	3	2	2	2	3	1	3	1	3	2	2	1	3	2	3	3	3
409	2	-	2	-	3	-	1	-	2	-	4	-	2	-	2	-	2	-	2	-	1	-	2	-	2	-	2	-	2	-	1	-	2	-	1	-	1	-	1	-	2	-	2	-	2	-	2	2	2	2	1	1	1	3	1	1	1	3	1	3	2	2	2	2	1	3	1	1	2	1	2	2	2	2	2	2	4	6	3	3	3	3	4	2	4	7	4	4	6	6
410	2	-	2	-	1	-	2	-	2	-	3	-	1	-	2	-	2	-	2	-	3	-	2	-	2	-	2	-	3	-	1	-	3	-	2	-	3	-	3	-	2	-	2	-	2	-	2	2	2	2	1	3	1	3	3	3	3	3	1	3	2	2	2	2	3	3	3	3	1	3	2	2	2	2	3	3	2	3	2	2	3	3	1	2	3	3	1	3	1	1
411	1	-	2	-	7	-	2	-	4	-	2	-	2	-	2	-	2	-	2	-	6	-	1	-	2	-	2	-	1	-	1	-	1	-	1	-	1	-	1	-	2	-	2	-	2	-	2	2	2	2	1	1	1	3	1	1	1	1	1	1	2	2	1	3	1	1	1	1	4	7	2	2	2	2	2	2	2	2	4	6	4	7	3	3	7	7	4	7	4	4
412	1	-	1	-	1	-	1	-	1	-	2	-	1	-	2	-	4	-	2	-	1	-	2	-	2	-	2	-	4	-	2	-	2	-	4	-	2	-	2	-	2	-	2	-	4	-	4	6	4	6	2	2	4	6	4	4	2	2	4	6	2	2	2	2	4	6	4	4	4	5	4	6	6	6	5	7	6	7	1	1	1	1	1	1	1	1	4	7	4	4
